metric,test,p
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.633
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.37
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.249
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.553
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.533
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.307
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.631
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.638
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.665
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.493
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.571
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.64
jaccard,adonis_p,0.002
jaccard,permdisp_p,0.479
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.523
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.668
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.428
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.523
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.159
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.506
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.17
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.536
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.511
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.66
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.398
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.609
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.464
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.501
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.594
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.557
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.582
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.584
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.64
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.487
jaccard,adonis_p,0.001
jaccard,permdisp_p,0.518
jaccard,adonis_p,0.001
gower,permdisp_p,0.004
gower,adonis_p,0.003
gower,permdisp_p,0.004
gower,adonis_p,0.001
gower,permdisp_p,0.011
gower,adonis_p,0.001
gower,permdisp_p,0.004
gower,adonis_p,0.002
gower,permdisp_p,0.004
gower,adonis_p,0.004
gower,permdisp_p,0.015
gower,adonis_p,0.002
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.01
gower,adonis_p,0.007
gower,permdisp_p,0.001
gower,adonis_p,0.003
gower,permdisp_p,0.003
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.002
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.001
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.003
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.008
gower,adonis_p,0.001
gower,permdisp_p,0.003
gower,adonis_p,0.003
gower,permdisp_p,0.005
gower,adonis_p,0.002
gower,permdisp_p,0.004
gower,adonis_p,0.003
gower,permdisp_p,0.003
gower,adonis_p,0.003
gower,permdisp_p,0.006
gower,adonis_p,0.003
gower,permdisp_p,0.002
gower,adonis_p,0.005
gower,permdisp_p,0.004
gower,adonis_p,0.003
gower,permdisp_p,0.002
gower,adonis_p,0.003
gower,permdisp_p,0.007
gower,adonis_p,0.001
gower,permdisp_p,0.008
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.002
gower,permdisp_p,0.014
gower,adonis_p,0.019
gower,permdisp_p,0.003
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.002
gower,permdisp_p,0.022
gower,adonis_p,0.004
gower,permdisp_p,0.003
gower,adonis_p,0.003
gower,permdisp_p,0.007
gower,adonis_p,0.005
gower,permdisp_p,0.013
gower,adonis_p,0.001
gower,permdisp_p,0.006
gower,adonis_p,0.008
gower,permdisp_p,0.015
gower,adonis_p,0.001
gower,permdisp_p,0.002
gower,adonis_p,0.001
gower,permdisp_p,0.006
gower,adonis_p,0.005
gower,permdisp_p,0.008
gower,adonis_p,0.005
gower,permdisp_p,0.001
gower,adonis_p,0.002
gower,permdisp_p,0.001
gower,adonis_p,0.001
gower,permdisp_p,0.007
gower,adonis_p,0.001
gower,permdisp_p,0.008
gower,adonis_p,0.007
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.004
gower,adonis_p,0.003
gower,permdisp_p,0.007
gower,adonis_p,0.004
gower,permdisp_p,0.003
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.012
gower,adonis_p,0.001
gower,permdisp_p,0.001
gower,adonis_p,0.003
gower,permdisp_p,0.004
gower,adonis_p,0.003
gower,permdisp_p,0.008
gower,adonis_p,0.003
gower,permdisp_p,0.004
gower,adonis_p,0.005
gower,permdisp_p,0.005
gower,adonis_p,0.004
gower,permdisp_p,0.008
gower,adonis_p,0.003
gower,permdisp_p,0.004
gower,adonis_p,0.004
gower,permdisp_p,0.012
gower,adonis_p,0.012
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.004
gower,adonis_p,0.004
gower,permdisp_p,0.003
gower,adonis_p,0.004
gower,permdisp_p,0.002
gower,adonis_p,0.009
gower,permdisp_p,0.005
gower,adonis_p,0.008
gower,permdisp_p,0.001
gower,adonis_p,0.002
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.001
gower,adonis_p,0.001
gower,permdisp_p,0.002
gower,adonis_p,0.001
gower,permdisp_p,0.008
gower,adonis_p,0.001
gower,permdisp_p,0.003
gower,adonis_p,0.004
gower,permdisp_p,0.006
gower,adonis_p,0.004
gower,permdisp_p,0.007
gower,adonis_p,0.004
gower,permdisp_p,0.007
gower,adonis_p,0.001
gower,permdisp_p,0.007
gower,adonis_p,0.002
gower,permdisp_p,0.005
gower,adonis_p,0.002
gower,permdisp_p,0.001
gower,adonis_p,0.004
gower,permdisp_p,0.007
gower,adonis_p,0.013
gower,permdisp_p,0.008
gower,adonis_p,0.002
gower,permdisp_p,0.009
gower,adonis_p,0.003
gower,permdisp_p,0.001
gower,adonis_p,0.001
gower,permdisp_p,0.004
gower,adonis_p,0.001
gower,permdisp_p,0.004
gower,adonis_p,0.001
gower,permdisp_p,0.001
gower,adonis_p,0.001
gower,permdisp_p,0.012
gower,adonis_p,0.001
gower,permdisp_p,0.003
gower,adonis_p,0.002
gower,permdisp_p,0.001
gower,adonis_p,0.002
gower,permdisp_p,0.006
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.003
gower,permdisp_p,0.007
gower,adonis_p,0.001
gower,permdisp_p,0.002
gower,adonis_p,0.001
gower,permdisp_p,0.006
gower,adonis_p,0.002
gower,permdisp_p,0.01
gower,adonis_p,0.002
gower,permdisp_p,0.006
gower,adonis_p,0.008
gower,permdisp_p,0.001
gower,adonis_p,0.002
gower,permdisp_p,0.008
gower,adonis_p,0.005
gower,permdisp_p,0.005
gower,adonis_p,0.004
gower,permdisp_p,0.004
gower,adonis_p,0.001
gower,permdisp_p,0.009
gower,adonis_p,0.001
gower,permdisp_p,0.012
gower,adonis_p,0.002
gower,permdisp_p,0.013
gower,adonis_p,0.009
gower,permdisp_p,0.003
gower,adonis_p,0.002
gower,permdisp_p,0.004
gower,adonis_p,0.01
gower,permdisp_p,0.006
gower,adonis_p,0.003
gower,permdisp_p,0.012
gower,adonis_p,0.001
gower,permdisp_p,0.015
gower,adonis_p,0.003
gower,permdisp_p,0.002
gower,adonis_p,0.007
gower,permdisp_p,0.005
gower,adonis_p,0.003
gower,permdisp_p,0.004
gower,adonis_p,0.007
gower,permdisp_p,0.007
gower,adonis_p,0.008
gower,permdisp_p,0.014
gower,adonis_p,0.001
gower,permdisp_p,0.004
gower,adonis_p,0.01
gower,permdisp_p,0.01
gower,adonis_p,0.003
gower,permdisp_p,0.003
gower,adonis_p,0.001
gower,permdisp_p,0.004
gower,adonis_p,0.005
gower,permdisp_p,0.004
gower,adonis_p,0.005
gower,permdisp_p,0.004
gower,adonis_p,0.003
gower,permdisp_p,0.004
gower,adonis_p,0.004
gower,permdisp_p,0.001
gower,adonis_p,0.002
gower,permdisp_p,0.002
gower,adonis_p,0.004
gower,permdisp_p,0.003
gower,adonis_p,0.002
gower,permdisp_p,0.002
gower,adonis_p,0.004
gower,permdisp_p,0.007
gower,adonis_p,0.003
gower,permdisp_p,0.004
gower,adonis_p,0.002
gower,permdisp_p,0.003
gower,adonis_p,0.003
gower,permdisp_p,0.007
gower,adonis_p,0.004
gower,permdisp_p,0.019
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.009
gower,permdisp_p,0.009
gower,adonis_p,0.002
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.001
gower,adonis_p,0.001
gower,permdisp_p,0.01
gower,adonis_p,0.004
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.008
gower,adonis_p,0.004
gower,permdisp_p,0.003
gower,adonis_p,0.004
gower,permdisp_p,0.002
gower,adonis_p,0.001
gower,permdisp_p,0.013
gower,adonis_p,0.01
gower,permdisp_p,0.006
gower,adonis_p,0.001
gower,permdisp_p,0.011
gower,adonis_p,0.005
gower,permdisp_p,0.008
gower,adonis_p,0.002
gower,permdisp_p,0.01
gower,adonis_p,0.002
gower,permdisp_p,0.01
gower,adonis_p,0.009
gower,permdisp_p,0.004
gower,adonis_p,0.004
gower,permdisp_p,0.007
gower,adonis_p,0.007
gower,permdisp_p,0.003
gower,adonis_p,0.001
gower,permdisp_p,0.003
gower,adonis_p,0.006
gower,permdisp_p,0.003
gower,adonis_p,0.007
gower,permdisp_p,0.002
gower,adonis_p,0.001
gower,permdisp_p,0.002
gower,adonis_p,0.004
gower,permdisp_p,0.004
gower,adonis_p,0.005
gower,permdisp_p,0.005
gower,adonis_p,0.005
gower,permdisp_p,0.019
gower,adonis_p,0.002
gower,permdisp_p,0.004
gower,adonis_p,0.001
gower,permdisp_p,0.006
gower,adonis_p,0.002
gower,permdisp_p,0.004
gower,adonis_p,0.003
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.002
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.004
gower,permdisp_p,0.001
gower,adonis_p,0.001
gower,permdisp_p,0.012
gower,adonis_p,0.001
gower,permdisp_p,0.01
gower,adonis_p,0.003
gower,permdisp_p,0.012
gower,adonis_p,0.003
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.006
gower,adonis_p,0.001
gower,permdisp_p,0.009
gower,adonis_p,0.002
gower,permdisp_p,0.01
gower,adonis_p,0.004
gower,permdisp_p,0.01
gower,adonis_p,0.003
gower,permdisp_p,0.007
gower,adonis_p,0.003
gower,permdisp_p,0.003
gower,adonis_p,0.003
gower,permdisp_p,0.008
gower,adonis_p,0.001
gower,permdisp_p,0.001
gower,adonis_p,0.003
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.006
gower,adonis_p,0.005
gower,permdisp_p,0.01
gower,adonis_p,0.001
gower,permdisp_p,0.008
gower,adonis_p,0.002
gower,permdisp_p,0.003
gower,adonis_p,0.007
gower,permdisp_p,0.008
gower,adonis_p,0.002
gower,permdisp_p,0.01
gower,adonis_p,0.006
gower,permdisp_p,0.008
gower,adonis_p,0.017
gower,permdisp_p,0.008
gower,adonis_p,0.008
gower,permdisp_p,0.01
gower,adonis_p,0.005
gower,permdisp_p,0.005
gower,adonis_p,0.011
gower,permdisp_p,0.006
gower,adonis_p,0.003
gower,permdisp_p,0.004
gower,adonis_p,0.001
gower,permdisp_p,0.003
gower,adonis_p,0.001
gower,permdisp_p,0.003
gower,adonis_p,0.005
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.008
gower,adonis_p,0.003
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.007
gower,adonis_p,0.002
gower,permdisp_p,0.008
gower,adonis_p,0.006
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.006
gower,adonis_p,0.004
gower,permdisp_p,0.003
gower,adonis_p,0.002
gower,permdisp_p,0.004
gower,adonis_p,0.001
gower,permdisp_p,0.002
gower,adonis_p,0.003
gower,permdisp_p,0.007
gower,adonis_p,0.004
gower,permdisp_p,0.003
gower,adonis_p,0.003
gower,permdisp_p,0.003
gower,adonis_p,0.001
gower,permdisp_p,0.002
gower,adonis_p,0.001
gower,permdisp_p,0.012
gower,adonis_p,0.002
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.003
gower,adonis_p,0.002
gower,permdisp_p,0.007
gower,adonis_p,0.004
gower,permdisp_p,0.003
gower,adonis_p,0.007
gower,permdisp_p,0.006
gower,adonis_p,0.003
gower,permdisp_p,0.006
gower,adonis_p,0.002
gower,permdisp_p,0.004
gower,adonis_p,0.007
gower,permdisp_p,0.005
gower,adonis_p,0.003
gower,permdisp_p,0.003
gower,adonis_p,0.004
gower,permdisp_p,0.008
gower,adonis_p,0.005
gower,permdisp_p,0.006
gower,adonis_p,0.002
gower,permdisp_p,0.01
gower,adonis_p,0.004
gower,permdisp_p,0.003
gower,adonis_p,0.001
gower,permdisp_p,0.002
gower,adonis_p,0.001
gower,permdisp_p,0.012
gower,adonis_p,0.001
gower,permdisp_p,0.008
gower,adonis_p,0.003
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.003
gower,adonis_p,0.003
gower,permdisp_p,0.002
gower,adonis_p,0.008
gower,permdisp_p,0.008
gower,adonis_p,0.002
gower,permdisp_p,0.01
gower,adonis_p,0.009
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.004
gower,permdisp_p,0.012
gower,adonis_p,0.009
gower,permdisp_p,0.013
gower,adonis_p,0.005
gower,permdisp_p,0.007
gower,adonis_p,0.001
gower,permdisp_p,0.011
gower,adonis_p,0.004
gower,permdisp_p,0.007
gower,adonis_p,0.001
gower,permdisp_p,0.018
gower,adonis_p,0.002
gower,permdisp_p,0.003
gower,adonis_p,0.002
gower,permdisp_p,0.009
gower,adonis_p,0.009
gower,permdisp_p,0.009
gower,adonis_p,0.008
gower,permdisp_p,0.008
gower,adonis_p,0.002
gower,permdisp_p,0.013
gower,adonis_p,0.008
gower,permdisp_p,0.011
gower,adonis_p,0.003
gower,permdisp_p,0.01
gower,adonis_p,0.002
gower,permdisp_p,0.007
gower,adonis_p,0.003
gower,permdisp_p,0.001
gower,adonis_p,0.001
gower,permdisp_p,0.009
gower,adonis_p,0.001
gower,permdisp_p,0.011
gower,adonis_p,0.001
gower,permdisp_p,0.003
gower,adonis_p,0.004
gower,permdisp_p,0.005
gower,adonis_p,0.002
gower,permdisp_p,0.009
gower,adonis_p,0.001
gower,permdisp_p,0.008
gower,adonis_p,0.006
gower,permdisp_p,0.007
gower,adonis_p,0.002
gower,permdisp_p,0.015
gower,adonis_p,0.001
gower,permdisp_p,0.008
gower,adonis_p,0.001
gower,permdisp_p,0.004
gower,adonis_p,0.002
gower,permdisp_p,0.013
gower,adonis_p,0.003
gower,permdisp_p,0.012
gower,adonis_p,0.002
gower,permdisp_p,0.005
gower,adonis_p,0.002
gower,permdisp_p,0.012
gower,adonis_p,0.004
gower,permdisp_p,0.004
gower,adonis_p,0.003
gower,permdisp_p,0.005
gower,adonis_p,0.003
gower,permdisp_p,0.006
gower,adonis_p,0.004
gower,permdisp_p,0.005
gower,adonis_p,0.002
gower,permdisp_p,0.013
gower,adonis_p,0.003
gower,permdisp_p,0.006
gower,adonis_p,0.002
gower,permdisp_p,0.002
gower,adonis_p,0.003
gower,permdisp_p,0.005
gower,adonis_p,0.003
gower,permdisp_p,0.002
gower,adonis_p,0.001
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.004
gower,adonis_p,0.011
gower,permdisp_p,0.002
gower,adonis_p,0.001
gower,permdisp_p,0.007
gower,adonis_p,0.004
gower,permdisp_p,0.009
gower,adonis_p,0.004
gower,permdisp_p,0.007
gower,adonis_p,0.002
gower,permdisp_p,0.009
gower,adonis_p,0.016
gower,permdisp_p,0.009
gower,adonis_p,0.008
gower,permdisp_p,0.001
gower,adonis_p,0.004
gower,permdisp_p,0.011
gower,adonis_p,0.001
gower,permdisp_p,0.002
gower,adonis_p,0.003
gower,permdisp_p,0.008
gower,adonis_p,0.002
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.004
gower,adonis_p,0.001
gower,permdisp_p,0.017
gower,adonis_p,0.005
gower,permdisp_p,0.002
gower,adonis_p,0.001
gower,permdisp_p,0.011
gower,adonis_p,0.003
gower,permdisp_p,0.003
gower,adonis_p,0.001
gower,permdisp_p,0.008
gower,adonis_p,0.004
gower,permdisp_p,0.006
gower,adonis_p,0.002
gower,permdisp_p,0.008
gower,adonis_p,0.005
gower,permdisp_p,0.005
gower,adonis_p,0.005
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.002
gower,permdisp_p,0.001
gower,adonis_p,0.003
gower,permdisp_p,0.005
gower,adonis_p,0.003
gower,permdisp_p,0.01
gower,adonis_p,0.001
gower,permdisp_p,0.003
gower,adonis_p,0.003
gower,permdisp_p,0.006
gower,adonis_p,0.004
gower,permdisp_p,0.01
gower,adonis_p,0.002
gower,permdisp_p,0.005
gower,adonis_p,0.006
gower,permdisp_p,0.008
gower,adonis_p,0.003
gower,permdisp_p,0.005
gower,adonis_p,0.008
gower,permdisp_p,0.007
gower,adonis_p,0.003
gower,permdisp_p,0.006
gower,adonis_p,0.003
gower,permdisp_p,0.004
gower,adonis_p,0.006
gower,permdisp_p,0.003
gower,adonis_p,0.007
gower,permdisp_p,0.007
gower,adonis_p,0.004
gower,permdisp_p,0.007
gower,adonis_p,0.007
gower,permdisp_p,0.022
gower,adonis_p,0.002
gower,permdisp_p,0.007
gower,adonis_p,0.003
gower,permdisp_p,0.013
gower,adonis_p,0.002
gower,permdisp_p,0.004
gower,adonis_p,0.004
gower,permdisp_p,0.008
gower,adonis_p,0.001
gower,permdisp_p,0.01
gower,adonis_p,0.008
gower,permdisp_p,0.001
gower,adonis_p,0.002
gower,permdisp_p,0.011
gower,adonis_p,0.003
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.002
gower,adonis_p,0.003
gower,permdisp_p,0.012
gower,adonis_p,0.001
gower,permdisp_p,0.006
gower,adonis_p,0.004
gower,permdisp_p,0.006
gower,adonis_p,0.001
gower,permdisp_p,0.003
gower,adonis_p,0.002
gower,permdisp_p,0.011
gower,adonis_p,0.003
gower,permdisp_p,0.003
gower,adonis_p,0.002
gower,permdisp_p,0.008
gower,adonis_p,0.004
gower,permdisp_p,0.004
gower,adonis_p,0.002
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.003
gower,adonis_p,0.013
gower,permdisp_p,0.01
gower,adonis_p,0.004
gower,permdisp_p,0.006
gower,adonis_p,0.006
gower,permdisp_p,0.009
gower,adonis_p,0.006
gower,permdisp_p,0.008
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.002
gower,permdisp_p,0.006
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.006
gower,adonis_p,0.004
gower,permdisp_p,0.006
gower,adonis_p,0.004
gower,permdisp_p,0.004
gower,adonis_p,0.003
gower,permdisp_p,0.008
gower,adonis_p,0.003
gower,permdisp_p,0.013
gower,adonis_p,0.001
gower,permdisp_p,0.003
gower,adonis_p,0.001
gower,permdisp_p,0.011
gower,adonis_p,0.019
gower,permdisp_p,0.004
gower,adonis_p,0.001
gower,permdisp_p,0.007
gower,adonis_p,0.002
gower,permdisp_p,0.007
gower,adonis_p,0.006
gower,permdisp_p,0.003
gower,adonis_p,0.004
gower,permdisp_p,0.012
gower,adonis_p,0.001
gower,permdisp_p,0.004
gower,adonis_p,0.003
gower,permdisp_p,0.004
gower,adonis_p,0.002
gower,permdisp_p,0.002
gower,adonis_p,0.001
gower,permdisp_p,0.011
gower,adonis_p,0.001
gower,permdisp_p,0.007
gower,adonis_p,0.004
gower,permdisp_p,0.003
gower,adonis_p,0.002
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.006
gower,adonis_p,0.001
gower,permdisp_p,0.006
gower,adonis_p,0.003
gower,permdisp_p,0.003
gower,adonis_p,0.001
gower,permdisp_p,0.008
gower,adonis_p,0.007
gower,permdisp_p,0.006
gower,adonis_p,0.001
gower,permdisp_p,0.008
gower,adonis_p,0.008
gower,permdisp_p,0.004
gower,adonis_p,0.002
gower,permdisp_p,0.004
gower,adonis_p,0.002
gower,permdisp_p,0.01
gower,adonis_p,0.001
gower,permdisp_p,0.003
gower,adonis_p,0.001
gower,permdisp_p,0.002
gower,adonis_p,0.003
gower,permdisp_p,0.002
gower,adonis_p,0.001
gower,permdisp_p,0.007
gower,adonis_p,0.006
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.003
gower,permdisp_p,0.008
gower,adonis_p,0.004
gower,permdisp_p,0.004
gower,adonis_p,0.003
gower,permdisp_p,0.005
gower,adonis_p,0.005
gower,permdisp_p,0.007
gower,adonis_p,0.006
gower,permdisp_p,0.005
gower,adonis_p,0.005
gower,permdisp_p,0.007
gower,adonis_p,0.009
gower,permdisp_p,0.009
gower,adonis_p,0.006
gower,permdisp_p,0.007
gower,adonis_p,0.004
gower,permdisp_p,0.003
gower,adonis_p,0.002
gower,permdisp_p,0.004
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.012
gower,adonis_p,0.004
gower,permdisp_p,0.008
gower,adonis_p,0.02
gower,permdisp_p,0.004
gower,adonis_p,0.004
gower,permdisp_p,0.001
gower,adonis_p,0.001
gower,permdisp_p,0.004
gower,adonis_p,0.003
gower,permdisp_p,0.003
gower,adonis_p,0.001
gower,permdisp_p,0.017
gower,adonis_p,0.002
gower,permdisp_p,0.01
gower,adonis_p,0.003
gower,permdisp_p,0.005
gower,adonis_p,0.003
gower,permdisp_p,0.007
gower,adonis_p,0.004
gower,permdisp_p,0.001
gower,adonis_p,0.005
gower,permdisp_p,0.004
gower,adonis_p,0.002
gower,permdisp_p,0.008
gower,adonis_p,0.003
gower,permdisp_p,0.01
gower,adonis_p,0.004
gower,permdisp_p,0.007
gower,adonis_p,0.002
gower,permdisp_p,0.003
gower,adonis_p,0.002
gower,permdisp_p,0.012
gower,adonis_p,0.006
gower,permdisp_p,0.005
gower,adonis_p,0.003
gower,permdisp_p,0.012
gower,adonis_p,0.001
gower,permdisp_p,0.008
gower,adonis_p,0.002
gower,permdisp_p,0.01
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.002
gower,permdisp_p,0.004
gower,adonis_p,0.002
gower,permdisp_p,0.012
gower,adonis_p,0.004
gower,permdisp_p,0.003
gower,adonis_p,0.001
gower,permdisp_p,0.009
gower,adonis_p,0.001
gower,permdisp_p,0.009
gower,adonis_p,0.012
gower,permdisp_p,0.006
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.002
gower,permdisp_p,0.006
gower,adonis_p,0.012
gower,permdisp_p,0.002
gower,adonis_p,0.001
gower,permdisp_p,0.006
gower,adonis_p,0.001
gower,permdisp_p,0.007
gower,adonis_p,0.004
gower,permdisp_p,0.011
gower,adonis_p,0.002
gower,permdisp_p,0.003
gower,adonis_p,0.003
gower,permdisp_p,0.002
gower,adonis_p,0.012
gower,permdisp_p,0.006
gower,adonis_p,0.003
gower,permdisp_p,0.011
gower,adonis_p,0.004
gower,permdisp_p,0.007
gower,adonis_p,0.003
gower,permdisp_p,0.006
gower,adonis_p,0.001
gower,permdisp_p,0.008
gower,adonis_p,0.006
gower,permdisp_p,0.007
gower,adonis_p,0.003
gower,permdisp_p,0.009
gower,adonis_p,0.005
gower,permdisp_p,0.008
gower,adonis_p,0.003
gower,permdisp_p,0.001
gower,adonis_p,0.001
gower,permdisp_p,0.001
gower,adonis_p,0.001
gower,permdisp_p,0.004
gower,adonis_p,0.001
gower,permdisp_p,0.008
gower,adonis_p,0.005
gower,permdisp_p,0.004
gower,adonis_p,0.007
gower,permdisp_p,0.006
gower,adonis_p,0.006
gower,permdisp_p,0.01
gower,adonis_p,0.004
gower,permdisp_p,0.01
gower,adonis_p,0.003
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.006
gower,adonis_p,0.001
gower,permdisp_p,0.004
gower,adonis_p,0.003
gower,permdisp_p,0.011
gower,adonis_p,0.007
gower,permdisp_p,0.007
gower,adonis_p,0.002
gower,permdisp_p,0.008
gower,adonis_p,0.002
gower,permdisp_p,0.016
gower,adonis_p,0.001
gower,permdisp_p,0.011
gower,adonis_p,0.022
gower,permdisp_p,0.003
gower,adonis_p,0.001
gower,permdisp_p,0.003
gower,adonis_p,0.002
gower,permdisp_p,0.003
gower,adonis_p,0.003
gower,permdisp_p,0.011
gower,adonis_p,0.015
gower,permdisp_p,0.007
gower,adonis_p,0.001
gower,permdisp_p,0.005
gower,adonis_p,0.004
gower,permdisp_p,0.004
gower,adonis_p,0.002
gower,permdisp_p,0.006
gower,adonis_p,0.005
gower,permdisp_p,0.013
gower,adonis_p,0.001
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.007
gower,adonis_p,0.006
gower,permdisp_p,0.009
gower,adonis_p,0.001
gower,permdisp_p,0.009
gower,adonis_p,0.001
gower,permdisp_p,0.011
gower,adonis_p,0.003
gower,permdisp_p,0.011
gower,adonis_p,0.001
gower,permdisp_p,0.004
gower,adonis_p,0.001
gower,permdisp_p,0.009
gower,adonis_p,0.007
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.009
gower,adonis_p,0.002
gower,permdisp_p,0.006
gower,adonis_p,0.002
gower,permdisp_p,0.005
gower,adonis_p,0.001
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.002
gower,adonis_p,0.007
gower,permdisp_p,0.003
gower,adonis_p,0.002
gower,permdisp_p,0.008
gower,adonis_p,0.003
gower,permdisp_p,0.013
gower,adonis_p,0.004
gower,permdisp_p,0.003
gower,adonis_p,0.007
gower,permdisp_p,0.002
gower,adonis_p,0.004
gower,permdisp_p,0.01
gower,adonis_p,0.005
gower,permdisp_p,0.003
gower,adonis_p,0.003
gower,permdisp_p,0.007
gower,adonis_p,0.007
gower,permdisp_p,0.01
gower,adonis_p,0.002
gower,permdisp_p,0.009
gower,adonis_p,0.001
gower,permdisp_p,0.011
gower,adonis_p,0.002
gower,permdisp_p,0.005
gower,adonis_p,0.006
gower,permdisp_p,0.005
gower,adonis_p,0.002
gower,permdisp_p,0.002
gower,adonis_p,0.001
gower,permdisp_p,0.001
gower,adonis_p,0.003
gower,permdisp_p,0.001
gower,adonis_p,0.004
gower,permdisp_p,0.003
gower,adonis_p,0.003
gower,permdisp_p,0.008
gower,adonis_p,0.001
gower,permdisp_p,0.002
gower,adonis_p,0.002
gower,permdisp_p,0.011
gower,adonis_p,0.001
gower,permdisp_p,0.012
gower,adonis_p,0.005
gower,permdisp_p,0.009
gower,adonis_p,0.004
gower,permdisp_p,0.003
